,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:horde:horde_yaml:1.0.0:-:*:*:*:*:*:*,Horde YAML 1.0.0,[''],2022-03-21T12:32Z
1,cpe:2.3:a:horde:horde_yaml:1.0.0:rc1:*:*:*:*:*:*,Horde YAML 1.0.0 Release Candidate 1,[''],2022-03-21T12:32Z
2,cpe:2.3:a:horde:horde_yaml:1.0.0:rc2:*:*:*:*:*:*,Horde YAML 1.0.0 Release Candidate 2,[''],2022-03-21T12:32Z
3,cpe:2.3:a:horde:horde_yaml:1.0.1:*:*:*:*:*:*:*,Horde YAML 1.0.1,[''],2022-03-21T12:32Z
4,cpe:2.3:a:horde:horde_yaml:2.0.0:-:*:*:*:*:*:*,Horde YAML 2.0.0,[''],2022-03-21T12:32Z
5,cpe:2.3:a:horde:horde_yaml:2.0.0:alpha1:*:*:*:*:*:*,Horde YAML 2.0.0 Alpha 1,[''],2022-03-21T12:32Z
6,cpe:2.3:a:horde:horde_yaml:2.0.0:beta1:*:*:*:*:*:*,Horde YAML 2.0.0 Beta 1,[''],2022-03-21T12:32Z
7,cpe:2.3:a:horde:horde_yaml:2.0.1:*:*:*:*:*:*:*,Horde YAML 2.0.1,[''],2022-03-21T12:32Z
8,cpe:2.3:a:horde:horde_yaml:2.0.2:*:*:*:*:*:*:*,Horde YAML 2.0.2,[''],2022-03-21T12:32Z
9,cpe:2.3:a:horde:horde_yaml:2.0.3:*:*:*:*:*:*:*,Horde YAML 2.0.3,[''],2022-03-21T12:32Z
