,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:arm:mbed_tls:2.2.3:*:*:*:*:*:*:*,ARM mbed TLS 2.2.3,"['CVE-2017-18187', 'CVE-2018-0487', 'CVE-2018-0488', 'CVE-2018-0497', 'CVE-2018-0498', 'CVE-2018-1000520', 'CVE-2019-16910', 'CVE-2019-18222', 'CVE-2020-10941', 'CVE-2020-16150', 'CVE-2020-36421', 'CVE-2020-36422', 'CVE-2020-36423', 'CVE-2020-36424', 'CVE-2020-36425', 'CVE-2020-36426', 'CVE-2020-36475', 'CVE-2020-36476', 'CVE-2020-36477', 'CVE-2020-36478', 'CVE-2021-24119', 'CVE-2021-44732', 'CVE-2021-45450', 'CVE-2021-45451']",2022-03-18T23:09Z
1,cpe:2.3:a:arm:mbed_tls:2.3.0:*:*:*:*:*:*:*,ARM mbed TLS 2.3.0,"['CVE-2017-14032', 'CVE-2017-18187', 'CVE-2018-0487', 'CVE-2018-0488', 'CVE-2018-0497', 'CVE-2018-0498', 'CVE-2018-1000520', 'CVE-2019-16910', 'CVE-2019-18222', 'CVE-2020-10941', 'CVE-2020-16150', 'CVE-2020-36421', 'CVE-2020-36422', 'CVE-2020-36423', 'CVE-2020-36424', 'CVE-2020-36425', 'CVE-2020-36426', 'CVE-2020-36475', 'CVE-2020-36476', 'CVE-2020-36477', 'CVE-2020-36478', 'CVE-2021-24119', 'CVE-2021-44732', 'CVE-2021-45450', 'CVE-2021-45451']",2022-03-18T23:09Z
2,cpe:2.3:a:arm:mbed_tls:2.3.1:*:*:*:*:*:*:*,ARM mbed TLS 2.3.1,"['CVE-2017-18187', 'CVE-2018-0487', 'CVE-2018-0488', 'CVE-2018-0497', 'CVE-2018-0498', 'CVE-2018-1000520', 'CVE-2019-16910', 'CVE-2019-18222', 'CVE-2020-10941', 'CVE-2020-16150', 'CVE-2020-36421', 'CVE-2020-36422', 'CVE-2020-36423', 'CVE-2020-36424', 'CVE-2020-36425', 'CVE-2020-36426', 'CVE-2020-36475', 'CVE-2020-36476', 'CVE-2020-36477', 'CVE-2020-36478', 'CVE-2021-24119', 'CVE-2021-44732', 'CVE-2021-45450', 'CVE-2021-45451']",2022-03-18T23:09Z
3,cpe:2.3:a:arm:mbed_tls:2.3.2:*:*:*:*:*:*:*,ARM mbed TLS 2.3.2,"['CVE-2017-18187', 'CVE-2018-0487', 'CVE-2018-0488', 'CVE-2018-0497', 'CVE-2018-0498', 'CVE-2018-1000520', 'CVE-2019-16910', 'CVE-2019-18222', 'CVE-2020-10941', 'CVE-2020-16150', 'CVE-2020-36421', 'CVE-2020-36422', 'CVE-2020-36423', 'CVE-2020-36424', 'CVE-2020-36425', 'CVE-2020-36426', 'CVE-2020-36475', 'CVE-2020-36476', 'CVE-2020-36477', 'CVE-2020-36478', 'CVE-2021-24119', 'CVE-2021-44732', 'CVE-2021-45450', 'CVE-2021-45451']",2022-03-18T23:09Z
4,cpe:2.3:a:arm:mbed_tls:2.4.0:*:*:*:*:*:*:*,ARM mbed TLS 2.4.0,"['CVE-2017-14032', 'CVE-2017-18187', 'CVE-2017-2784', 'CVE-2018-0487', 'CVE-2018-0488', 'CVE-2018-0497', 'CVE-2018-0498', 'CVE-2018-1000520', 'CVE-2019-16910', 'CVE-2019-18222', 'CVE-2020-10941', 'CVE-2020-16150', 'CVE-2020-36421', 'CVE-2020-36422', 'CVE-2020-36423', 'CVE-2020-36424', 'CVE-2020-36425', 'CVE-2020-36426', 'CVE-2020-36475', 'CVE-2020-36476', 'CVE-2020-36477', 'CVE-2020-36478', 'CVE-2021-24119', 'CVE-2021-44732', 'CVE-2021-45450', 'CVE-2021-45451']",2022-03-18T23:09Z
5,cpe:2.3:a:arm:mbed_tls:2.4.1:*:*:*:*:*:*:*,ARM mbed TLS 2.4.1,"['CVE-2017-18187', 'CVE-2018-0487', 'CVE-2018-0488', 'CVE-2018-0497', 'CVE-2018-0498', 'CVE-2018-1000520', 'CVE-2019-16910', 'CVE-2019-18222', 'CVE-2020-10941', 'CVE-2020-16150', 'CVE-2020-36421', 'CVE-2020-36422', 'CVE-2020-36423', 'CVE-2020-36424', 'CVE-2020-36425', 'CVE-2020-36426', 'CVE-2020-36475', 'CVE-2020-36476', 'CVE-2020-36477', 'CVE-2020-36478', 'CVE-2021-24119', 'CVE-2021-44732', 'CVE-2021-45450', 'CVE-2021-45451']",2022-03-18T23:09Z
6,cpe:2.3:a:arm:mbed_tls:2.4.2:rc1:*:*:*:*:*:*,ARM mbed TLS 2.4.2 Release Candidate 1,"['CVE-2017-14032', 'CVE-2017-18187', 'CVE-2018-0487', 'CVE-2018-0488', 'CVE-2018-0497', 'CVE-2018-0498', 'CVE-2018-1000520', 'CVE-2019-16910', 'CVE-2019-18222', 'CVE-2020-10941', 'CVE-2020-16150', 'CVE-2020-36421', 'CVE-2020-36422', 'CVE-2020-36423', 'CVE-2020-36424', 'CVE-2020-36425', 'CVE-2020-36426', 'CVE-2020-36475', 'CVE-2020-36476', 'CVE-2020-36477', 'CVE-2020-36478', 'CVE-2021-24119', 'CVE-2021-44732', 'CVE-2021-45450', 'CVE-2021-45451']",2022-03-18T23:09Z
7,cpe:2.3:a:arm:mbed_tls:2.4.2:-:*:*:*:*:*:*,ARM mbed TLS 2.4.2,"['CVE-2017-14032', 'CVE-2017-18187', 'CVE-2018-0487', 'CVE-2018-0488', 'CVE-2018-0497', 'CVE-2018-0498', 'CVE-2018-1000520', 'CVE-2019-16910', 'CVE-2019-18222', 'CVE-2020-10941', 'CVE-2020-16150', 'CVE-2020-36421', 'CVE-2020-36422', 'CVE-2020-36423', 'CVE-2020-36424', 'CVE-2020-36425', 'CVE-2020-36426', 'CVE-2020-36475', 'CVE-2020-36476', 'CVE-2020-36477', 'CVE-2020-36478', 'CVE-2021-24119', 'CVE-2021-44732', 'CVE-2021-45450', 'CVE-2021-45451']",2022-03-18T23:09Z
8,cpe:2.3:a:arm:mbed_tls:2.4.2:rc1:*:*:*:*:*:*,ARM mbed TLS 2.4.2 Release Candidate 1,"['CVE-2017-14032', 'CVE-2017-18187', 'CVE-2018-0487', 'CVE-2018-0488', 'CVE-2018-0497', 'CVE-2018-0498', 'CVE-2018-1000520', 'CVE-2019-16910', 'CVE-2019-18222', 'CVE-2020-10941', 'CVE-2020-16150', 'CVE-2020-36421', 'CVE-2020-36422', 'CVE-2020-36423', 'CVE-2020-36424', 'CVE-2020-36425', 'CVE-2020-36426', 'CVE-2020-36475', 'CVE-2020-36476', 'CVE-2020-36477', 'CVE-2020-36478', 'CVE-2021-24119', 'CVE-2021-44732', 'CVE-2021-45450', 'CVE-2021-45451']",2022-03-18T23:09Z
9,cpe:2.3:a:arm:mbed_tls:2.5.0:rc1:*:*:*:*:*:*,ARM mbed TLS 2.5.0 Release Candidate 1,"['CVE-2017-18187', 'CVE-2018-0487', 'CVE-2018-0488', 'CVE-2018-0497', 'CVE-2018-0498', 'CVE-2018-1000520', 'CVE-2019-16910', 'CVE-2019-18222', 'CVE-2020-10941', 'CVE-2020-16150', 'CVE-2020-36421', 'CVE-2020-36422', 'CVE-2020-36423', 'CVE-2020-36424', 'CVE-2020-36425', 'CVE-2020-36426', 'CVE-2020-36475', 'CVE-2020-36476', 'CVE-2020-36477', 'CVE-2020-36478', 'CVE-2021-24119', 'CVE-2021-44732', 'CVE-2021-45450', 'CVE-2021-45451']",2022-03-18T23:09Z
