,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:dest-unreach:socat:1.6.0.0:*:*:*:*:*:*:*,dest-unreach socat 1.6.0.0,"['CVE-2010-2799', 'CVE-2012-0219', 'CVE-2013-3571', 'CVE-2014-0019', 'CVE-2015-1379']",2022-03-20T13:37Z
1,cpe:2.3:a:dest-unreach:socat:1.6.0.1:*:*:*:*:*:*:*,dest-unreach socat 1.6.0.1,"['CVE-2010-2799', 'CVE-2012-0219', 'CVE-2013-3571', 'CVE-2014-0019', 'CVE-2015-1379']",2022-03-20T13:37Z
2,cpe:2.3:a:dest-unreach:socat:1.7.0.0:*:*:*:*:*:*:*,dest-unreach socat 1.7.0.0,"['CVE-2010-2799', 'CVE-2012-0219', 'CVE-2013-3571', 'CVE-2014-0019', 'CVE-2015-1379']",2022-03-20T13:37Z
3,cpe:2.3:a:dest-unreach:socat:1.7.0.1:*:*:*:*:*:*:*,dest-unreach socat 1.7.0.1,"['CVE-2010-2799', 'CVE-2012-0219', 'CVE-2013-3571', 'CVE-2014-0019', 'CVE-2015-1379']",2022-03-20T13:37Z
4,cpe:2.3:a:dest-unreach:socat:1.7.1.0:*:*:*:*:*:*:*,dest-unreach socat 1.7.1.0,"['CVE-2010-2799', 'CVE-2012-0219', 'CVE-2013-3571', 'CVE-2014-0019', 'CVE-2015-1379']",2022-03-20T13:37Z
5,cpe:2.3:a:dest-unreach:socat:1.7.1.1:*:*:*:*:*:*:*,dest-unreach socat 1.7.1.1,"['CVE-2010-2799', 'CVE-2012-0219', 'CVE-2013-3571', 'CVE-2014-0019', 'CVE-2015-1379']",2022-03-20T13:37Z
6,cpe:2.3:a:dest-unreach:socat:1.7.1.2:*:*:*:*:*:*:*,dest-unreach socat 1.7.1.2,"['CVE-2012-0219', 'CVE-2013-3571', 'CVE-2014-0019', 'CVE-2015-1379']",2022-03-20T13:37Z
7,cpe:2.3:a:dest-unreach:socat:1.7.1.3:*:*:*:*:*:*:*,dest-unreach socat 1.7.1.3,"['CVE-2012-0219', 'CVE-2013-3571', 'CVE-2014-0019', 'CVE-2015-1379']",2022-03-20T13:37Z
8,cpe:2.3:a:dest-unreach:socat:1.7.2.0:*:*:*:*:*:*:*,dest-unreach socat 1.7.2.0,"['CVE-2012-0219', 'CVE-2013-3571', 'CVE-2014-0019', 'CVE-2015-1379']",2022-03-20T13:37Z
9,cpe:2.3:a:dest-unreach:socat:1.7.2.1:*:*:*:*:*:*:*,dest-unreach socat 1.7.2.1,"['CVE-2013-3571', 'CVE-2014-0019', 'CVE-2015-1379']",2022-03-20T13:37Z
