,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:awplife:weather_effect:0.2.0:*:*:*:*:wordpress:*:*,A WP Life Weather Effect 0.2.0 for WordPress,"['CVE-2021-24683', 'CVE-2021-24709']",2022-03-19T04:36Z
1,cpe:2.3:a:awplife:weather_effect:0.2.1:*:*:*:*:wordpress:*:*,A WP Life Weather Effect 0.2.1 for WordPress,"['CVE-2021-24683', 'CVE-2021-24709']",2022-03-19T04:36Z
2,cpe:2.3:a:awplife:weather_effect:0.2.2:*:*:*:*:wordpress:*:*,A WP Life Weather Effect 0.2.2 for WordPress,"['CVE-2021-24683', 'CVE-2021-24709']",2022-03-19T04:36Z
3,cpe:2.3:a:awplife:weather_effect:0.2.3:*:*:*:*:wordpress:*:*,A WP Life Weather Effect 0.2.3 for WordPress,"['CVE-2021-24683', 'CVE-2021-24709']",2022-03-19T04:36Z
4,cpe:2.3:a:awplife:weather_effect:0.2.4:*:*:*:*:wordpress:*:*,A WP Life Weather Effect 0.2.4 for WordPress,"['CVE-2021-24683', 'CVE-2021-24709']",2022-03-19T04:36Z
5,cpe:2.3:a:awplife:weather_effect:0.2.5:*:*:*:*:wordpress:*:*,A WP Life Weather Effect 0.2.5 for WordPress,"['CVE-2021-24683', 'CVE-2021-24709']",2022-03-19T04:36Z
6,cpe:2.3:a:awplife:weather_effect:0.2.6:*:*:*:*:wordpress:*:*,A WP Life Weather Effect 0.2.6 for WordPress,"['CVE-2021-24683', 'CVE-2021-24709']",2022-03-19T04:36Z
7,cpe:2.3:a:awplife:weather_effect:0.2.7:*:*:*:*:wordpress:*:*,A WP Life Weather Effect 0.2.7 for WordPress,"['CVE-2021-24683', 'CVE-2021-24709']",2022-03-19T04:36Z
8,cpe:2.3:a:awplife:weather_effect:0.2.8:*:*:*:*:wordpress:*:*,A WP Life Weather Effect 0.2.8 for WordPress,"['CVE-2021-24683', 'CVE-2021-24709']",2022-03-19T04:36Z
9,cpe:2.3:a:awplife:weather_effect:0.2.9:*:*:*:*:wordpress:*:*,A WP Life Weather Effect 0.2.9 for WordPress,"['CVE-2021-24683', 'CVE-2021-24709']",2022-03-19T04:36Z
