,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:chef:chef:12.14.14:*:*:*:*:*:*:*,Chef 12.14.14,['CVE-2015-8559'],2022-03-19T16:55Z
1,cpe:2.3:a:chef:chef:12.14.15:*:*:*:*:*:*:*,Chef 12.14.15,['CVE-2015-8559'],2022-03-19T16:55Z
2,cpe:2.3:a:chef:chef:12.14.16:*:*:*:*:*:*:*,Chef 12.14.16,['CVE-2015-8559'],2022-03-19T16:55Z
3,cpe:2.3:a:chef:chef:12.14.17:*:*:*:*:*:*:*,Chef 12.14.17,['CVE-2015-8559'],2022-03-19T16:55Z
4,cpe:2.3:a:chef:chef:12.14.18:*:*:*:*:*:*:*,Chef 12.14.18,['CVE-2015-8559'],2022-03-19T16:55Z
5,cpe:2.3:a:chef:chef:12.14.19:*:*:*:*:*:*:*,Chef 12.14.19,['CVE-2015-8559'],2022-03-19T16:55Z
6,cpe:2.3:a:chef:chef:12.14.20:*:*:*:*:*:*:*,Chef 12.14.20,['CVE-2015-8559'],2022-03-19T16:55Z
7,cpe:2.3:a:chef:chef:12.14.21:*:*:*:*:*:*:*,Chef 12.14.21,['CVE-2015-8559'],2022-03-19T16:55Z
8,cpe:2.3:a:chef:chef:12.14.22:*:*:*:*:*:*:*,Chef 12.14.22,['CVE-2015-8559'],2022-03-19T16:55Z
9,cpe:2.3:a:chef:chef:12.14.23:*:*:*:*:*:*:*,Chef 12.14.23,['CVE-2015-8559'],2022-03-19T16:55Z
