,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:ajenti:ajenticp:0.99.37:*:*:*:*:*:*:*,Ajenti AjentiCP 0.99.37,['CVE-2018-18548'],2022-03-18T14:12Z
1,cpe:2.3:a:ajenti:ajenticp:0.99.38:*:*:*:*:*:*:*,Ajenti AjentiCP 0.99.38,['CVE-2018-18548'],2022-03-18T14:12Z
2,cpe:2.3:a:ajenti:ajenticp:0.99.39:*:*:*:*:*:*:*,Ajenti AjentiCP 0.99.39,['CVE-2018-18548'],2022-03-18T14:12Z
3,cpe:2.3:a:ajenti:ajenticp:1.0.0:*:*:*:*:*:*:*,Ajenti AjentiCP 1.0.0,['CVE-2018-18548'],2022-03-18T14:12Z
4,cpe:2.3:a:ajenti:ajenticp:1.0.1:*:*:*:*:*:*:*,Ajenti AjentiCP 1.0.1,['CVE-2018-18548'],2022-03-18T14:12Z
5,cpe:2.3:a:ajenti:ajenticp:1.0.2:*:*:*:*:*:*:*,Ajenti AjentiCP 1.0.2,['CVE-2018-18548'],2022-03-18T14:12Z
6,cpe:2.3:a:ajenti:ajenticp:1.0.3:*:*:*:*:*:*:*,Ajenti AjentiCP 1.0.3,['CVE-2018-18548'],2022-03-18T14:12Z
7,cpe:2.3:a:ajenti:ajenticp:1.0.4:*:*:*:*:*:*:*,Ajenti AjentiCP 1.0.4,['CVE-2018-18548'],2022-03-18T14:12Z
8,cpe:2.3:a:ajenti:ajenticp:1.0.5:*:*:*:*:*:*:*,Ajenti AjentiCP 1.0.5,['CVE-2018-18548'],2022-03-18T14:12Z
9,cpe:2.3:a:ajenti:ajenticp:1.0.6:*:*:*:*:*:*:*,Ajenti AjentiCP 1.0.6,['CVE-2018-18548'],2022-03-18T14:12Z
